id,plan,area,age,premium
996,p02,r16,50,295.00
997,p02,r16,51,308.00
998,p02,r16,52,322.00
999,p02,r16,53,336.00
1000,p02,r16,54,352.00
1001,p02,r16,55,368.00
1002,p02,r16,56,385.00
1003,p02,r16,57,402.00
1004,p02,r16,58,420.00
1005,p02,r16,59,429.00
1006,p02,r16,60,448.00
1007,p02,r16,61,463.00
1008,p02,r16,62,474.00
1009,p02,r16,63,487.00
1010,p02,r16,64,493.00
1011,p02,r16,65,493.00
1012,p02,r28,20,126.00
1013,p02,r28,21,198.00
1014,p02,r28,22,198.00
1015,p02,r28,23,198.00
1016,p02,r28,24,198.00
1017,p02,r28,25,199.00
1018,p02,r28,26,203.00
1019,p02,r28,27,208.00
1020,p02,r28,28,216.00
1021,p02,r28,29,222.00
1022,p02,r28,30,225.00
1023,p02,r28,31,230.00
1024,p02,r28,32,235.00
1025,p02,r28,33,238.00
1026,p02,r28,34,241.00
1027,p02,r28,35,243.00
1028,p02,r28,36,244.00
1029,p02,r28,37,246.00
1030,p02,r28,38,247.00
1031,p02,r28,39,250.00
1032,p02,r28,40,254.00
1033,p02,r28,41,258.00
1034,p02,r28,42,263.00
1035,p02,r28,43,269.00
1036,p02,r28,44,277.00
1037,p02,r28,45,287.00
1038,p02,r28,46,298.00
1039,p02,r28,47,310.00
1040,p02,r28,48,324.00
1041,p02,r28,49,339.00
1042,p02,r28,50,354.00
1043,p02,r28,51,370.00
1044,p02,r28,52,387.00
1045,p02,r28,53,405.00
1046,p02,r28,54,424.00
1047,p02,r28,55,443.00
1048,p02,r28,56,463.00
1049,p02,r28,57,484.00
1050,p02,r28,58,506.00
1051,p02,r28,59,517.00
1052,p02,r28,60,539.00
1053,p02,r28,61,558.00
1054,p02,r28,62,570.00
1055,p02,r28,63,586.00
1056,p02,r28,64,593.00
1057,p02,r28,65,593.00
1058,p02,r34,20,134.00
1059,p02,r34,21,211.00
1060,p02,r34,22,211.00
1061,p02,r34,23,211.00
1062,p02,r34,24,211.00
1063,p02,r34,25,212.00
1064,p02,r34,26,216.00
1065,p02,r34,27,222.00
1066,p02,r34,28,230.00
1067,p02,r34,29,237.00
1068,p02,r34,30,240.00
1069,p02,r34,31,245.00
1070,p02,r34,32,250.00
1071,p02,r34,33,253.00
1072,p02,r34,34,257.00
1073,p02,r34,35,258.00
1074,p02,r34,36,260.00
1075,p02,r34,37,262.00
1076,p02,r34,38,263.00
1077,p02,r34,39,267.00
1078,p02,r34,40,270.00
1079,p02,r34,41,275.00
1080,p02,r34,42,280.00
1081,p02,r34,43,287.00
1082,p02,r34,44,295.00
1083,p02,r34,45,305.00
1084,p02,r34,46,317.00
1085,p02,r34,47,330.00
1086,p02,r34,48,346.00
1087,p02,r34,49,361.00
1088,p02,r34,50,378.00
1089,p02,r34,51,394.00
1090,p02,r34,52,413.00
1091,p02,r34,53,431.00
1092,p02,r34,54,451.00
1093,p02,r34,55,471.00
1094,p02,r34,56,493.00
1095,p02,r34,57,515.00
1096,p02,r34,58,539.00
1097,p02,r34,59,550.00
1098,p02,r34,60,574.00
1099,p02,r34,61,594.00
1100,p02,r34,62,607.00
1101,p02,r34,63,624.00
1102,p02,r34,64,632.00
1103,p02,r34,65,632.00
1104,p02,r40,20,120.00
1105,p02,r40,21,189.00
1106,p02,r40,22,189.00
1107,p02,r40,23,189.00
1108,p02,r40,24,189.00
1109,p02,r40,25,189.00
1110,p02,r40,26,193.00
1111,p02,r40,27,198.00
1112,p02,r40,28,205.00
1113,p02,r40,29,211.00
1114,p02,r40,30,214.00
1115,p02,r40,31,219.00
1116,p02,r40,32,223.00
1117,p02,r40,33,226.00
1118,p02,r40,34,229.00
1119,p02,r40,35,230.00
1120,p02,r40,36,232.00
1121,p02,r40,37,233.00
1122,p02,r40,38,235.00
1123,p02,r40,39,238.00
1124,p02,r40,40,241.00
1125,p02,r40,41,245.00
1126,p02,r40,42,250.00
1127,p02,r40,43,256.00
1128,p02,r40,44,263.00
1129,p02,r40,45,272.00
1130,p02,r40,46,283.00
1131,p02,r40,47,295.00
1132,p02,r40,48,308.00
1133,p02,r40,49,322.00
1134,p02,r40,50,337.00
1135,p02,r40,51,352.00
1136,p02,r40,52,368.00
1137,p02,r40,53,385.00
1138,p02,r40,54,403.00
1139,p02,r40,55,420.00
1140,p02,r40,56,440.00
1141,p02,r40,57,459.00
1142,p02,r40,58,480.00
1143,p02,r40,59,491.00
1144,p02,r40,60,512.00
1145,p02,r40,61,530.00
1146,p02,r40,62,542.00
1147,p02,r40,63,557.00
1148,p02,r40,64,564.00
1149,p02,r40,65,564.00
1150,p02,r41,20,139.00
1151,p02,r41,21,219.00
1152,p02,r41,22,219.00
1153,p02,r41,23,219.00
1154,p02,r41,24,219.00
1155,p02,r41,25,220.00
1156,p02,r41,26,225.00
1157,p02,r41,27,230.00
1158,p02,r41,28,238.00
1159,p02,r41,29,245.00
1160,p02,r41,30,249.00
1161,p02,r41,31,254.00
1162,p02,r41,32,259.00
1163,p02,r41,33,263.00
1164,p02,r41,34,266.00
1165,p02,r41,35,268.00
1166,p02,r41,36,270.00
1167,p02,r41,37,272.00
1168,p02,r41,38,273.00
1169,p02,r41,39,277.00
1170,p02,r41,40,280.00
1171,p02,r41,41,286.00
1172,p02,r41,42,291.00
1173,p02,r41,43,298.00
1174,p02,r41,44,306.00
1175,p02,r41,45,317.00
1176,p02,r41,46,329.00
1177,p02,r41,47,343.00
1178,p02,r41,48,359.00
1179,p02,r41,49,374.00
1180,p02,r41,50,392.00
1181,p02,r41,51,409.00
1182,p02,r41,52,428.00
1183,p02,r41,53,447.00
1184,p02,r41,54,468.00
1185,p02,r41,55,489.00
1186,p02,r41,56,512.00
1187,p02,r41,57,534.00
1188,p02,r41,58,559.00
1189,p02,r41,59,571.00
1190,p02,r41,60,595.00
1191,p02,r41,61,616.00
1192,p02,r41,62,630.00
1193,p02,r41,63,647.00
1194,p02,r41,64,656.00
1195,p02,r41,65,656.00
1196,p02,r43,20,130.00
1197,p02,r43,21,204.00
1198,p02,r43,22,204.00
1199,p02,r43,23,204.00
1200,p02,r43,24,204.00
1201,p02,r43,25,205.00
1202,p02,r43,26,209.00
1203,p02,r43,27,214.00
1204,p02,r43,28,222.00
1205,p02,r43,29,229.00
1206,p02,r43,30,232.00
1207,p02,r43,31,237.00
1208,p02,r43,32,242.00
1209,p02,r43,33,245.00
1210,p02,r43,34,248.00
1211,p02,r43,35,250.00
1212,p02,r43,36,251.00
1213,p02,r43,37,253.00
1214,p02,r43,38,254.00
1215,p02,r43,39,258.00
1216,p02,r43,40,261.00
1217,p02,r43,41,266.00
1218,p02,r43,42,271.00
1219,p02,r43,43,277.00
1220,p02,r43,44,285.00
1221,p02,r43,45,295.00
1222,p02,r43,46,306.00
1223,p02,r43,47,319.00
1224,p02,r43,48,334.00
1225,p02,r43,49,348.00
1226,p02,r43,50,365.00
1227,p02,r43,51,381.00
1228,p02,r43,52,399.00
1229,p02,r43,53,417.00
1230,p02,r43,54,436.00
1231,p02,r43,55,455.00
1232,p02,r43,56,476.00
1233,p02,r43,57,498.00
1234,p02,r43,58,520.00
1235,p02,r43,59,532.00
1236,p02,r43,60,554.00
1237,p02,r43,61,574.00
1238,p02,r43,62,587.00
1239,p02,r43,63,603.00
1240,p02,r43,64,611.00
1241,p02,r43,65,611.00
1242,p02,r48,20,134.00
1243,p02,r48,21,211.00
1244,p02,r48,22,211.00
1245,p02,r48,23,211.00
1246,p02,r48,24,211.00
1247,p02,r48,25,212.00
1248,p02,r48,26,216.00
1249,p02,r48,27,222.00
1250,p02,r48,28,230.00
1251,p02,r48,29,237.00
1252,p02,r48,30,240.00
1253,p02,r48,31,245.00
1254,p02,r48,32,250.00
1255,p02,r48,33,253.00
1256,p02,r48,34,257.00
1257,p02,r48,35,258.00
1258,p02,r48,36,260.00
1259,p02,r48,37,262.00
1260,p02,r48,38,263.00
1261,p02,r48,39,267.00
1262,p02,r48,40,270.00
1263,p02,r48,41,275.00
1264,p02,r48,42,280.00
1265,p02,r48,43,287.00
1266,p02,r48,44,295.00
1267,p02,r48,45,305.00
1268,p02,r48,46,317.00
1269,p02,r48,47,330.00
1270,p02,r48,48,346.00
1271,p02,r48,49,361.00
1272,p02,r48,50,378.00
1273,p02,r48,51,394.00
1274,p02,r48,52,413.00
1275,p02,r48,53,431.00
1276,p02,r48,54,451.00
1277,p02,r48,55,471.00
1278,p02,r48,56,493.00
1279,p02,r48,57,515.00
1280,p02,r48,58,539.00
1281,p02,r48,59,550.00
1282,p02,r48,60,574.00
1283,p02,r48,61,594.00
1284,p02,r48,62,607.00
1285,p02,r48,63,624.00
1286,p02,r48,64,632.00
1287,p02,r48,65,632.00
1288,p02,r49,20,134.00
1289,p02,r49,21,211.00
1290,p02,r49,22,211.00
1291,p02,r49,23,211.00
1292,p02,r49,24,211.00
1293,p02,r49,25,212.00
1294,p02,r49,26,216.00
1295,p02,r49,27,222.00
1296,p02,r49,28,230.00
1297,p02,r49,29,237.00
1298,p02,r49,30,240.00
1299,p02,r49,31,245.00
1300,p02,r49,32,250.00
1301,p02,r49,33,253.00
1302,p02,r49,34,257.00
1303,p02,r49,35,258.00
1304,p02,r49,36,260.00
1305,p02,r49,37,262.00
1306,p02,r49,38,263.00
1307,p02,r49,39,267.00
1308,p02,r49,40,270.00
1309,p02,r49,41,275.00
1310,p02,r49,42,280.00
1311,p02,r49,43,287.00
1312,p02,r49,44,295.00
1313,p02,r49,45,305.00
1314,p02,r49,46,317.00
1315,p02,r49,47,330.00
1316,p02,r49,48,346.00
1317,p02,r49,49,361.00
1318,p02,r49,50,378.00
1319,p02,r49,51,394.00
1320,p02,r49,52,413.00
1321,p02,r49,53,431.00
1322,p02,r49,54,451.00
1323,p02,r49,55,471.00
1324,p02,r49,56,493.00
1325,p02,r49,57,515.00
1326,p02,r49,58,539.00
1327,p02,r49,59,550.00
1328,p02,r49,60,574.00
1329,p02,r49,61,594.00
1330,p02,r49,62,607.00
1331,p02,r49,63,624.00
1332,p02,r49,64,632.00
1333,p02,r49,65,632.00
1334,p02,r05,20,123.00
1335,p02,r05,21,194.00
1336,p02,r05,22,194.00
1337,p02,r05,23,194.00
1338,p02,r05,24,194.00
1339,p02,r05,25,195.00
1340,p02,r05,26,199.00
1341,p02,r05,27,203.00
1342,p02,r05,28,211.00
1343,p02,r05,29,217.00
1344,p02,r05,30,220.00
1345,p02,r05,31,225.00
1346,p02,r05,32,229.00
1347,p02,r05,33,232.00
1348,p02,r05,34,235.00
1349,p02,r05,35,237.00
1350,p02,r05,36,239.00
1351,p02,r05,37,240.00
1352,p02,r05,38,242.00
1353,p02,r05,39,245.00
1354,p02,r05,40,248.00
1355,p02,r05,41,252.00
1356,p02,r05,42,257.00
1357,p02,r05,43,263.00
1358,p02,r05,44,271.00
1359,p02,r05,45,280.00
1360,p02,r05,46,291.00
1361,p02,r05,47,303.00
1362,p02,r05,48,317.00
1363,p02,r05,49,331.00
1364,p02,r05,50,346.00
1365,p02,r05,51,362.00
1366,p02,r05,52,379.00
1367,p02,r05,53,396.00
1368,p02,r05,54,414.00
1369,p02,r05,55,432.00
1370,p02,r05,56,452.00
1371,p02,r05,57,473.00
1372,p02,r05,58,494.00
1373,p02,r05,59,505.00
1374,p02,r05,60,526.00
1375,p02,r05,61,545.00
1376,p02,r05,62,557.00
1377,p02,r05,63,572.00
1378,p02,r05,64,580.00
1379,p02,r05,65,580.00
1380,p02,r50,20,126.00
1381,p02,r50,21,198.00
1382,p02,r50,22,198.00
1383,p02,r50,23,198.00
1384,p02,r50,24,198.00
1385,p02,r50,25,199.00
1386,p02,r50,26,203.00
1387,p02,r50,27,207.00
1388,p02,r50,28,215.00
1389,p02,r50,29,221.00
1390,p02,r50,30,225.00
1391,p02,r50,31,229.00
1392,p02,r50,32,234.00
1393,p02,r50,33,237.00
1394,p02,r50,34,240.00
1395,p02,r50,35,242.00
1396,p02,r50,36,243.00
1397,p02,r50,37,245.00
1398,p02,r50,38,247.00
1399,p02,r50,39,250.00
1400,p02,r50,40,253.00
1401,p02,r50,41,258.00
1402,p02,r50,42,262.00
1403,p02,r50,43,269.00
1404,p02,r50,44,276.00
1405,p02,r50,45,286.00
1406,p02,r50,46,297.00
1407,p02,r50,47,309.00
1408,p02,r50,48,324.00
1409,p02,r50,49,338.00
1410,p02,r50,50,353.00
1411,p02,r50,51,369.00
1412,p02,r50,52,386.00
1413,p02,r50,53,404.00
1414,p02,r50,54,422.00
1415,p02,r50,55,441.00
1416,p02,r50,56,462.00
1417,p02,r50,57,482.00
1418,p02,r50,58,504.00
1419,p02,r50,59,515.00
1420,p02,r50,60,537.00
1421,p02,r50,61,556.00
1422,p02,r50,62,568.00
1423,p02,r50,63,584.00
1424,p02,r50,64,592.00
1425,p02,r50,65,592.00
1426,p02,r51,20,126.00
1427,p02,r51,21,198.00
1428,p02,r51,22,198.00
1429,p02,r51,23,198.00
1430,p02,r51,24,198.00
1431,p02,r51,25,199.00
1432,p02,r51,26,203.00
1433,p02,r51,27,208.00
1434,p02,r51,28,216.00
1435,p02,r51,29,222.00
1436,p02,r51,30,225.00
1437,p02,r51,31,230.00
1438,p02,r51,32,235.00
1439,p02,r51,33,238.00
1440,p02,r51,34,241.00
1441,p02,r51,35,243.00
1442,p02,r51,36,244.00
1443,p02,r51,37,246.00
1444,p02,r51,38,247.00
1445,p02,r51,39,250.00
1446,p02,r51,40,254.00
1447,p02,r51,41,258.00
1448,p02,r51,42,263.00
1449,p02,r51,43,269.00
1450,p02,r51,44,277.00
1451,p02,r51,45,287.00
1452,p02,r51,46,298.00
1453,p02,r51,47,310.00
1454,p02,r51,48,324.00
1455,p02,r51,49,339.00
1456,p02,r51,50,354.00
1457,p02,r51,51,370.00
1458,p02,r51,52,387.00
1459,p02,r51,53,405.00
1460,p02,r51,54,424.00
1461,p02,r51,55,443.00
1462,p02,r51,56,463.00
1463,p02,r51,57,484.00
1464,p02,r51,58,506.00
1465,p02,r51,59,517.00
1466,p02,r51,60,539.00
1467,p02,r51,61,558.00
1468,p02,r51,62,570.00
1469,p02,r51,63,586.00
1470,p02,r51,64,593.00
1471,p02,r51,65,593.00
1472,p02,r52,20,126.00
1473,p02,r52,21,198.00
1474,p02,r52,22,198.00
1475,p02,r52,23,198.00
1476,p02,r52,24,198.00
1477,p02,r52,25,199.00
1478,p02,r52,26,203.00
1479,p02,r52,27,208.00
1480,p02,r52,28,216.00
1481,p02,r52,29,222.00
1482,p02,r52,30,225.00
1483,p02,r52,31,230.00
1484,p02,r52,32,235.00
1485,p02,r52,33,238.00
1486,p02,r52,34,241.00
1487,p02,r52,35,243.00
1488,p02,r52,36,244.00
1489,p02,r52,37,246.00
1490,p02,r52,38,247.00
1491,p02,r52,39,250.00
1492,p02,r52,40,254.00
1493,p02,r52,41,258.00
1494,p02,r52,42,263.00
1495,p02,r52,43,269.00
1496,p02,r52,44,277.00
1497,p02,r52,45,287.00
1498,p02,r52,46,298.00
1499,p02,r52,47,310.00
1500,p02,r52,48,324.00
1501,p02,r52,49,339.00
1502,p02,r52,50,354.00
1503,p02,r52,51,370.00
1504,p02,r52,52,387.00
1505,p02,r52,53,405.00
1506,p02,r52,54,424.00
1507,p02,r52,55,443.00
1508,p02,r52,56,463.00
1509,p02,r52,57,484.00
1510,p02,r52,58,506.00
1511,p02,r52,59,517.00
1512,p02,r52,60,539.00
1513,p02,r52,61,558.00
1514,p02,r52,62,570.00
1515,p02,r52,63,586.00
1516,p02,r52,64,593.00
1517,p02,r52,65,593.00
1518,p02,r56,20,120.00
1519,p02,r56,21,189.00
1520,p02,r56,22,189.00
1521,p02,r56,23,189.00
1522,p02,r56,24,189.00
1523,p02,r56,25,189.00
1524,p02,r56,26,193.00
1525,p02,r56,27,198.00
1526,p02,r56,28,205.00
1527,p02,r56,29,211.00
1528,p02,r56,30,214.00
1529,p02,r56,31,219.00
1530,p02,r56,32,223.00
1531,p02,r56,33,226.00
1532,p02,r56,34,229.00
1533,p02,r56,35,230.00
1534,p02,r56,36,232.00
1535,p02,r56,37,233.00
1536,p02,r56,38,235.00
1537,p02,r56,39,238.00
1538,p02,r56,40,241.00
1539,p02,r56,41,245.00
1540,p02,r56,42,250.00
1541,p02,r56,43,256.00
1542,p02,r56,44,263.00
1543,p02,r56,45,272.00
1544,p02,r56,46,283.00
1545,p02,r56,47,295.00
1546,p02,r56,48,308.00
1547,p02,r56,49,322.00
1548,p02,r56,50,337.00
1549,p02,r56,51,352.00
1550,p02,r56,52,368.00
1551,p02,r56,53,385.00
1552,p02,r56,54,403.00
1553,p02,r56,55,420.00
1554,p02,r56,56,440.00
1555,p02,r56,57,459.00
1556,p02,r56,58,480.00
1557,p02,r56,59,491.00
1558,p02,r56,60,512.00
1559,p02,r56,61,530.00
1560,p02,r56,62,542.00
1561,p02,r56,63,557.00
1562,p02,r56,64,564.00
1563,p02,r56,65,564.00
1564,p02,r57,20,134.00
1565,p02,r57,21,211.00
1566,p02,r57,22,211.00
1567,p02,r57,23,211.00
1568,p02,r57,24,211.00
1569,p02,r57,25,212.00
1570,p02,r57,26,216.00
1571,p02,r57,27,222.00
1572,p02,r57,28,230.00
1573,p02,r57,29,237.00
1574,p02,r57,30,240.00
1575,p02,r57,31,245.00
1576,p02,r57,32,250.00
1577,p02,r57,33,253.00
1578,p02,r57,34,257.00
1579,p02,r57,35,258.00
1580,p02,r57,36,260.00
1581,p02,r57,37,262.00
1582,p02,r57,38,263.00
1583,p02,r57,39,267.00
1584,p02,r57,40,270.00
1585,p02,r57,41,275.00
1586,p02,r57,42,280.00
1587,p02,r57,43,287.00
1588,p02,r57,44,295.00
1589,p02,r57,45,305.00
1590,p02,r57,46,317.00
1591,p02,r57,47,330.00
1592,p02,r57,48,346.00
1593,p02,r57,49,361.00
1594,p02,r57,50,378.00
1595,p02,r57,51,394.00
1596,p02,r57,52,413.00
1597,p02,r57,53,431.00
1598,p02,r57,54,451.00
1599,p02,r57,55,471.00
1600,p02,r57,56,493.00
1601,p02,r57,57,515.00
1602,p02,r57,58,539.00
1603,p02,r57,59,550.00
1604,p02,r57,60,574.00
1605,p02,r57,61,594.00
1606,p02,r57,62,607.00
1607,p02,r57,63,624.00
1608,p02,r57,64,632.00
1609,p02,r57,65,632.00
1610,p02,r58,20,138.00
1611,p02,r58,21,217.00
1612,p02,r58,22,217.00
1613,p02,r58,23,217.00
1614,p02,r58,24,217.00
1615,p02,r58,25,218.00
1616,p02,r58,26,222.00
1617,p02,r58,27,227.00
1618,p02,r58,28,236.00
1619,p02,r58,29,243.00
1620,p02,r58,30,246.00
1621,p02,r58,31,251.00
1622,p02,r58,32,257.00
1623,p02,r58,33,260.00
1624,p02,r58,34,263.00
1625,p02,r58,35,265.00
1626,p02,r58,36,267.00
1627,p02,r58,37,269.00
1628,p02,r58,38,270.00
1629,p02,r58,39,274.00
1630,p02,r58,40,277.00
1631,p02,r58,41,282.00
1632,p02,r58,42,287.00
1633,p02,r58,43,294.00
1634,p02,r58,44,303.00
1635,p02,r58,45,313.00
1636,p02,r58,46,325.00
1637,p02,r58,47,339.00
1638,p02,r58,48,355.00
1639,p02,r58,49,370.00
1640,p02,r58,50,387.00
1641,p02,r58,51,405.00
1642,p02,r58,52,423.00
1643,p02,r58,53,443.00
1644,p02,r58,54,463.00
1645,p02,r58,55,484.00
1646,p02,r58,56,506.00
1647,p02,r58,57,529.00
1648,p02,r58,58,553.00
1649,p02,r58,59,565.00
1650,p02,r58,60,589.00
1651,p02,r58,61,610.00
1652,p02,r58,62,623.00
1653,p02,r58,63,640.00
1654,p02,r58,64,649.00
1655,p02,r58,65,649.00
1656,p02,r06,20,126.00
1657,p02,r06,21,198.00
1658,p02,r06,22,198.00
1659,p02,r06,23,198.00
1660,p02,r06,24,198.00
1661,p02,r06,25,199.00
1662,p02,r06,26,203.00
1663,p02,r06,27,207.00
1664,p02,r06,28,215.00
1665,p02,r06,29,221.00
1666,p02,r06,30,225.00
1667,p02,r06,31,229.00
1668,p02,r06,32,234.00
1669,p02,r06,33,237.00
1670,p02,r06,34,240.00
1671,p02,r06,35,242.00
1672,p02,r06,36,243.00
1673,p02,r06,37,245.00
1674,p02,r06,38,247.00
1675,p02,r06,39,250.00
1676,p02,r06,40,253.00
1677,p02,r06,41,258.00
1678,p02,r06,42,262.00
1679,p02,r06,43,269.00
1680,p02,r06,44,276.00
1681,p02,r06,45,286.00
1682,p02,r06,46,297.00
1683,p02,r06,47,309.00
1684,p02,r06,48,324.00
1685,p02,r06,49,338.00
1686,p02,r06,50,353.00
1687,p02,r06,51,369.00
1688,p02,r06,52,386.00
1689,p02,r06,53,404.00
1690,p02,r06,54,422.00
1691,p02,r06,55,441.00
1692,p02,r06,56,462.00
1693,p02,r06,57,482.00
1694,p02,r06,58,504.00
1695,p02,r06,59,515.00
1696,p02,r06,60,537.00
1697,p02,r06,61,556.00
1698,p02,r06,62,568.00
1699,p02,r06,63,584.00
1700,p02,r06,64,592.00
1701,p02,r06,65,592.00
1702,p02,r08,20,120.00
1703,p02,r08,21,189.00
1704,p02,r08,22,189.00
1705,p02,r08,23,189.00
1706,p02,r08,24,189.00
1707,p02,r08,25,189.00
1708,p02,r08,26,193.00
1709,p02,r08,27,198.00
1710,p02,r08,28,205.00
1711,p02,r08,29,211.00
1712,p02,r08,30,214.00
1713,p02,r08,31,219.00
1714,p02,r08,32,223.00
1715,p02,r08,33,226.00
1716,p02,r08,34,229.00
1717,p02,r08,35,230.00
1718,p02,r08,36,232.00
1719,p02,r08,37,233.00
1720,p02,r08,38,235.00
1721,p02,r08,39,238.00
1722,p02,r08,40,241.00
1723,p02,r08,41,245.00
1724,p02,r08,42,250.00
1725,p02,r08,43,256.00
1726,p02,r08,44,263.00
1727,p02,r08,45,272.00
1728,p02,r08,46,283.00
1729,p02,r08,47,295.00
1730,p02,r08,48,308.00
1731,p02,r08,49,322.00
1732,p02,r08,50,337.00
1733,p02,r08,51,352.00
1734,p02,r08,52,368.00
1735,p02,r08,53,385.00
1736,p02,r08,54,403.00
1737,p02,r08,55,420.00
1738,p02,r08,56,440.00
1739,p02,r08,57,459.00
1740,p02,r08,58,480.00
1741,p02,r08,59,491.00
1742,p02,r08,60,512.00
1743,p02,r08,61,530.00
1744,p02,r08,62,542.00
1745,p02,r08,63,557.00
1746,p02,r08,64,564.00
1747,p02,r08,65,564.00
2622,p03,r10,20,141.00
2623,p03,r10,21,221.00
2624,p03,r10,22,221.00
2625,p03,r10,23,221.00
2626,p03,r10,24,221.00
2627,p03,r10,25,222.00
2628,p03,r10,26,227.00
2629,p03,r10,27,232.00
2630,p03,r10,28,241.00
2631,p03,r10,29,248.00
2632,p03,r10,30,251.00
2633,p03,r10,31,257.00
2634,p03,r10,32,262.00
2635,p03,r10,33,265.00
2636,p03,r10,34,269.00
2637,p03,r10,35,271.00
2638,p03,r10,36,272.00
2639,p03,r10,37,274.00
2640,p03,r10,38,276.00
2641,p03,r10,39,280.00
2642,p03,r10,40,283.00
2643,p03,r10,41,288.00
2644,p03,r10,42,293.00
2645,p03,r10,43,301.00
2646,p03,r10,44,309.00
2647,p03,r10,45,320.00
2648,p03,r10,46,332.00
2649,p03,r10,47,346.00
2650,p03,r10,48,362.00
2651,p03,r10,49,378.00
2652,p03,r10,50,396.00
2653,p03,r10,51,413.00
2654,p03,r10,52,432.00
2655,p03,r10,53,452.00
2656,p03,r10,54,473.00
2657,p03,r10,55,494.00
2658,p03,r10,56,517.00
2659,p03,r10,57,540.00
2660,p03,r10,58,564.00
2661,p03,r10,59,577.00
2662,p03,r10,60,601.00
2663,p03,r10,61,622.00
2664,p03,r10,62,636.00
2665,p03,r10,63,654.00
2666,p03,r10,64,662.00
2667,p03,r10,65,662.00
2668,p03,r15,20,141.00
2669,p03,r15,21,221.00
2670,p03,r15,22,221.00
2671,p03,r15,23,221.00
2672,p03,r15,24,221.00
2673,p03,r15,25,222.00
2674,p03,r15,26,227.00
2675,p03,r15,27,232.00
2676,p03,r15,28,241.00
2677,p03,r15,29,248.00
2678,p03,r15,30,251.00
2679,p03,r15,31,257.00
2680,p03,r15,32,262.00
2681,p03,r15,33,265.00
2682,p03,r15,34,269.00
2683,p03,r15,35,271.00
2684,p03,r15,36,272.00
2685,p03,r15,37,274.00
2686,p03,r15,38,276.00
2687,p03,r15,39,280.00
2688,p03,r15,40,283.00
2689,p03,r15,41,288.00
2690,p03,r15,42,293.00
2691,p03,r15,43,301.00
2692,p03,r15,44,309.00
2693,p03,r15,45,320.00
2694,p03,r15,46,332.00
2695,p03,r15,47,346.00
2696,p03,r15,48,362.00
2697,p03,r15,49,378.00
2698,p03,r15,50,396.00
2699,p03,r15,51,413.00
2700,p03,r15,52,432.00
2701,p03,r15,53,452.00
2702,p03,r15,54,473.00
2703,p03,r15,55,494.00
2704,p03,r15,56,517.00
2705,p03,r15,57,540.00
2706,p03,r15,58,564.00
2707,p03,r15,59,577.00
2708,p03,r15,60,601.00
2709,p03,r15,61,622.00
2710,p03,r15,62,636.00
2711,p03,r15,63,654.00
2712,p03,r15,64,662.00
2713,p03,r15,65,662.00
2714,p03,r16,20,107.00
2715,p03,r16,21,168.00
2716,p03,r16,22,168.00
2717,p03,r16,23,168.00
2718,p03,r16,24,168.00
2719,p03,r16,25,169.00
2720,p03,r16,26,172.00
2721,p03,r16,27,176.00
2722,p03,r16,28,183.00
2723,p03,r16,29,188.00
2724,p03,r16,30,191.00
2725,p03,r16,31,195.00
2726,p03,r16,32,199.00
2727,p03,r16,33,202.00
2728,p03,r16,34,204.00
2729,p03,r16,35,206.00
2730,p03,r16,36,207.00
2731,p03,r16,37,208.00
2732,p03,r16,38,210.00
2733,p03,r16,39,213.00
2734,p03,r16,40,215.00
2735,p03,r16,41,219.00
2736,p03,r16,42,223.00
2737,p03,r16,43,229.00
2738,p03,r16,44,235.00
2739,p03,r16,45,243.00
2740,p03,r16,46,253.00
2741,p03,r16,47,263.00
2742,p03,r16,48,275.00
2743,p03,r16,49,287.00
2744,p03,r16,50,301.00
2745,p03,r16,51,314.00
2746,p03,r16,52,329.00
2747,p03,r16,53,344.00
2748,p03,r16,54,360.00
2749,p03,r16,55,376.00
2750,p03,r16,56,393.00
2751,p03,r16,57,410.00
2752,p03,r16,58,429.00
2753,p03,r16,59,438.00
2754,p03,r16,60,457.00
2755,p03,r16,61,473.00
2756,p03,r16,62,484.00
2757,p03,r16,63,497.00
2758,p03,r16,64,504.00
2759,p03,r16,65,504.00
2760,p03,r28,20,129.00
2761,p03,r28,21,203.00
2762,p03,r28,22,203.00
2763,p03,r28,23,203.00
2764,p03,r28,24,203.00
2765,p03,r28,25,203.00
2766,p03,r28,26,208.00
2767,p03,r28,27,212.00
2768,p03,r28,28,220.00
2769,p03,r28,29,227.00
2770,p03,r28,30,230.00
2771,p03,r28,31,235.00
2772,p03,r28,32,240.00
2773,p03,r28,33,243.00
2774,p03,r28,34,246.00
2775,p03,r28,35,248.00
2776,p03,r28,36,249.00
2777,p03,r28,37,251.00
2778,p03,r28,38,252.00
2779,p03,r28,39,256.00
2780,p03,r28,40,259.00
2781,p03,r28,41,264.00
2782,p03,r28,42,269.00
2783,p03,r28,43,275.00
2784,p03,r28,44,283.00
2785,p03,r28,45,293.00
2786,p03,r28,46,304.00
2787,p03,r28,47,317.00
2788,p03,r28,48,331.00
2789,p03,r28,49,346.00
2790,p03,r28,50,362.00
2791,p03,r28,51,378.00
2792,p03,r28,52,396.00
2793,p03,r28,53,413.00
2794,p03,r28,54,433.00
2795,p03,r28,55,452.00
2796,p03,r28,56,473.00
2797,p03,r28,57,494.00
2798,p03,r28,58,516.00
2799,p03,r28,59,527.00
2800,p03,r28,60,550.00
2801,p03,r28,61,569.00
