id,plan,area,age,premium
2802,p03,r28,62,582.00
2803,p03,r28,63,598.00
2804,p03,r28,64,606.00
2805,p03,r28,65,606.00
2806,p03,r34,20,137.00
2807,p03,r34,21,216.00
2808,p03,r34,22,216.00
2809,p03,r34,23,216.00
2810,p03,r34,24,216.00
2811,p03,r34,25,217.00
2812,p03,r34,26,221.00
2813,p03,r34,27,226.00
2814,p03,r34,28,235.00
2815,p03,r34,29,242.00
2816,p03,r34,30,245.00
2817,p03,r34,31,250.00
2818,p03,r34,32,255.00
2819,p03,r34,33,259.00
2820,p03,r34,34,262.00
2821,p03,r34,35,264.00
2822,p03,r34,36,265.00
2823,p03,r34,37,267.00
2824,p03,r34,38,269.00
2825,p03,r34,39,272.00
2826,p03,r34,40,276.00
2827,p03,r34,41,281.00
2828,p03,r34,42,286.00
2829,p03,r34,43,293.00
2830,p03,r34,44,301.00
2831,p03,r34,45,312.00
2832,p03,r34,46,324.00
2833,p03,r34,47,337.00
2834,p03,r34,48,353.00
2835,p03,r34,49,368.00
2836,p03,r34,50,385.00
2837,p03,r34,51,403.00
2838,p03,r34,52,421.00
2839,p03,r34,53,440.00
2840,p03,r34,54,461.00
2841,p03,r34,55,481.00
2842,p03,r34,56,504.00
2843,p03,r34,57,526.00
2844,p03,r34,58,550.00
2845,p03,r34,59,562.00
2846,p03,r34,60,586.00
2847,p03,r34,61,606.00
2848,p03,r34,62,620.00
2849,p03,r34,63,637.00
2850,p03,r34,64,645.00
2851,p03,r34,65,645.00
2852,p03,r40,20,122.00
2853,p03,r40,21,193.00
2854,p03,r40,22,193.00
2855,p03,r40,23,193.00
2856,p03,r40,24,193.00
2857,p03,r40,25,193.00
2858,p03,r40,26,197.00
2859,p03,r40,27,202.00
2860,p03,r40,28,209.00
2861,p03,r40,29,215.00
2862,p03,r40,30,219.00
2863,p03,r40,31,223.00
2864,p03,r40,32,228.00
2865,p03,r40,33,231.00
2866,p03,r40,34,234.00
2867,p03,r40,35,235.00
2868,p03,r40,36,237.00
2869,p03,r40,37,238.00
2870,p03,r40,38,240.00
2871,p03,r40,39,243.00
2872,p03,r40,40,246.00
2873,p03,r40,41,251.00
2874,p03,r40,42,255.00
2875,p03,r40,43,261.00
2876,p03,r40,44,269.00
2877,p03,r40,45,278.00
2878,p03,r40,46,289.00
2879,p03,r40,47,301.00
2880,p03,r40,48,315.00
2881,p03,r40,49,328.00
2882,p03,r40,50,344.00
2883,p03,r40,51,359.00
2884,p03,r40,52,376.00
2885,p03,r40,53,393.00
2886,p03,r40,54,411.00
2887,p03,r40,55,429.00
2888,p03,r40,56,449.00
2889,p03,r40,57,469.00
2890,p03,r40,58,491.00
2891,p03,r40,59,501.00
2892,p03,r40,60,522.00
2893,p03,r40,61,541.00
2894,p03,r40,62,553.00
2895,p03,r40,63,568.00
2896,p03,r40,64,576.00
2897,p03,r40,65,576.00
2898,p03,r41,20,142.00
2899,p03,r41,21,224.00
2900,p03,r41,22,224.00
2901,p03,r41,23,224.00
2902,p03,r41,24,224.00
2903,p03,r41,25,225.00
2904,p03,r41,26,229.00
2905,p03,r41,27,235.00
2906,p03,r41,28,243.00
2907,p03,r41,29,251.00
2908,p03,r41,30,254.00
2909,p03,r41,31,260.00
2910,p03,r41,32,265.00
2911,p03,r41,33,268.00
2912,p03,r41,34,272.00
2913,p03,r41,35,274.00
2914,p03,r41,36,275.00
2915,p03,r41,37,277.00
2916,p03,r41,38,279.00
2917,p03,r41,39,283.00
2918,p03,r41,40,286.00
2919,p03,r41,41,292.00
2920,p03,r41,42,297.00
2921,p03,r41,43,304.00
2922,p03,r41,44,313.00
2923,p03,r41,45,323.00
2924,p03,r41,46,336.00
2925,p03,r41,47,350.00
2926,p03,r41,48,366.00
2927,p03,r41,49,382.00
2928,p03,r41,50,400.00
2929,p03,r41,51,418.00
2930,p03,r41,52,437.00
2931,p03,r41,53,457.00
2932,p03,r41,54,478.00
2933,p03,r41,55,499.00
2934,p03,r41,56,522.00
2935,p03,r41,57,546.00
2936,p03,r41,58,571.00
2937,p03,r41,59,583.00
2938,p03,r41,60,608.00
2939,p03,r41,61,629.00
2940,p03,r41,62,643.00
2941,p03,r41,63,661.00
2942,p03,r41,64,670.00
2943,p03,r41,65,670.00
2944,p03,r43,20,132.00
2945,p03,r43,21,209.00
2946,p03,r43,22,209.00
2947,p03,r43,23,209.00
2948,p03,r43,24,209.00
2949,p03,r43,25,209.00
2950,p03,r43,26,214.00
2951,p03,r43,27,219.00
2952,p03,r43,28,227.00
2953,p03,r43,29,233.00
2954,p03,r43,30,237.00
2955,p03,r43,31,242.00
2956,p03,r43,32,247.00
2957,p03,r43,33,250.00
2958,p03,r43,34,253.00
2959,p03,r43,35,255.00
2960,p03,r43,36,256.00
2961,p03,r43,37,258.00
2962,p03,r43,38,260.00
2963,p03,r43,39,263.00
2964,p03,r43,40,266.00
2965,p03,r43,41,271.00
2966,p03,r43,42,276.00
2967,p03,r43,43,283.00
2968,p03,r43,44,291.00
2969,p03,r43,45,301.00
2970,p03,r43,46,313.00
2971,p03,r43,47,326.00
2972,p03,r43,48,341.00
2973,p03,r43,49,356.00
2974,p03,r43,50,372.00
2975,p03,r43,51,389.00
2976,p03,r43,52,407.00
2977,p03,r43,53,425.00
2978,p03,r43,54,445.00
2979,p03,r43,55,465.00
2980,p03,r43,56,486.00
2981,p03,r43,57,508.00
2982,p03,r43,58,531.00
2983,p03,r43,59,543.00
2984,p03,r43,60,566.00
2985,p03,r43,61,586.00
2986,p03,r43,62,599.00
2987,p03,r43,63,616.00
2988,p03,r43,64,623.00
2989,p03,r43,65,623.00
2990,p03,r48,20,137.00
2991,p03,r48,21,216.00
2992,p03,r48,22,216.00
2993,p03,r48,23,216.00
2994,p03,r48,24,216.00
2995,p03,r48,25,217.00
2996,p03,r48,26,221.00
2997,p03,r48,27,226.00
2998,p03,r48,28,235.00
2999,p03,r48,29,242.00
3000,p03,r48,30,245.00
3001,p03,r48,31,250.00
3002,p03,r48,32,255.00
3003,p03,r48,33,259.00
3004,p03,r48,34,262.00
3005,p03,r48,35,264.00
3006,p03,r48,36,265.00
3007,p03,r48,37,267.00
3008,p03,r48,38,269.00
3009,p03,r48,39,272.00
3010,p03,r48,40,276.00
3011,p03,r48,41,281.00
3012,p03,r48,42,286.00
3013,p03,r48,43,293.00
3014,p03,r48,44,301.00
3015,p03,r48,45,312.00
3016,p03,r48,46,324.00
3017,p03,r48,47,337.00
3018,p03,r48,48,353.00
3019,p03,r48,49,368.00
3020,p03,r48,50,385.00
3021,p03,r48,51,403.00
3022,p03,r48,52,421.00
3023,p03,r48,53,440.00
3024,p03,r48,54,461.00
3025,p03,r48,55,481.00
3026,p03,r48,56,504.00
3027,p03,r48,57,526.00
3028,p03,r48,58,550.00
3029,p03,r48,59,562.00
3030,p03,r48,60,586.00
3031,p03,r48,61,606.00
3032,p03,r48,62,620.00
3033,p03,r48,63,637.00
3034,p03,r48,64,645.00
3035,p03,r48,65,645.00
3036,p03,r49,20,137.00
3037,p03,r49,21,216.00
3038,p03,r49,22,216.00
3039,p03,r49,23,216.00
3040,p03,r49,24,216.00
3041,p03,r49,25,217.00
3042,p03,r49,26,221.00
3043,p03,r49,27,226.00
3044,p03,r49,28,235.00
3045,p03,r49,29,242.00
3046,p03,r49,30,245.00
3047,p03,r49,31,250.00
3048,p03,r49,32,255.00
3049,p03,r49,33,259.00
3050,p03,r49,34,262.00
3051,p03,r49,35,264.00
3052,p03,r49,36,265.00
3053,p03,r49,37,267.00
3054,p03,r49,38,269.00
3055,p03,r49,39,272.00
3056,p03,r49,40,276.00
3057,p03,r49,41,281.00
3058,p03,r49,42,286.00
3059,p03,r49,43,293.00
3060,p03,r49,44,301.00
3061,p03,r49,45,312.00
3062,p03,r49,46,324.00
3063,p03,r49,47,337.00
3064,p03,r49,48,353.00
3065,p03,r49,49,368.00
3066,p03,r49,50,385.00
3067,p03,r49,51,403.00
3068,p03,r49,52,421.00
3069,p03,r49,53,440.00
3070,p03,r49,54,461.00
3071,p03,r49,55,481.00
3072,p03,r49,56,504.00
3073,p03,r49,57,526.00
3074,p03,r49,58,550.00
3075,p03,r49,59,562.00
3076,p03,r49,60,586.00
3077,p03,r49,61,606.00
3078,p03,r49,62,620.00
3079,p03,r49,63,637.00
3080,p03,r49,64,645.00
3081,p03,r49,65,645.00
3082,p03,r05,20,126.00
3083,p03,r05,21,198.00
3084,p03,r05,22,198.00
3085,p03,r05,23,198.00
3086,p03,r05,24,198.00
3087,p03,r05,25,199.00
3088,p03,r05,26,203.00
3089,p03,r05,27,207.00
3090,p03,r05,28,215.00
3091,p03,r05,29,222.00
3092,p03,r05,30,225.00
3093,p03,r05,31,229.00
3094,p03,r05,32,234.00
3095,p03,r05,33,237.00
3096,p03,r05,34,240.00
3097,p03,r05,35,242.00
3098,p03,r05,36,244.00
3099,p03,r05,37,245.00
3100,p03,r05,38,247.00
3101,p03,r05,39,250.00
3102,p03,r05,40,253.00
3103,p03,r05,41,258.00
3104,p03,r05,42,262.00
3105,p03,r05,43,269.00
3106,p03,r05,44,277.00
3107,p03,r05,45,286.00
3108,p03,r05,46,297.00
3109,p03,r05,47,309.00
3110,p03,r05,48,324.00
3111,p03,r05,49,338.00
3112,p03,r05,50,354.00
3113,p03,r05,51,369.00
3114,p03,r05,52,386.00
3115,p03,r05,53,404.00
3116,p03,r05,54,423.00
3117,p03,r05,55,442.00
3118,p03,r05,56,462.00
3119,p03,r05,57,482.00
3120,p03,r05,58,504.00
3121,p03,r05,59,515.00
3122,p03,r05,60,537.00
3123,p03,r05,61,556.00
3124,p03,r05,62,569.00
3125,p03,r05,63,584.00
3126,p03,r05,64,592.00
3127,p03,r05,65,592.00
3128,p03,r50,20,128.00
3129,p03,r50,21,202.00
3130,p03,r50,22,202.00
3131,p03,r50,23,202.00
3132,p03,r50,24,202.00
3133,p03,r50,25,203.00
3134,p03,r50,26,207.00
3135,p03,r50,27,212.00
3136,p03,r50,28,220.00
3137,p03,r50,29,226.00
3138,p03,r50,30,229.00
3139,p03,r50,31,234.00
3140,p03,r50,32,239.00
3141,p03,r50,33,242.00
3142,p03,r50,34,245.00
3143,p03,r50,35,247.00
3144,p03,r50,36,249.00
3145,p03,r50,37,250.00
3146,p03,r50,38,252.00
3147,p03,r50,39,255.00
3148,p03,r50,40,258.00
3149,p03,r50,41,263.00
3150,p03,r50,42,268.00
3151,p03,r50,43,274.00
3152,p03,r50,44,282.00
3153,p03,r50,45,292.00
3154,p03,r50,46,303.00
3155,p03,r50,47,316.00
3156,p03,r50,48,330.00
3157,p03,r50,49,345.00
3158,p03,r50,50,361.00
3159,p03,r50,51,377.00
3160,p03,r50,52,394.00
3161,p03,r50,53,412.00
3162,p03,r50,54,431.00
3163,p03,r50,55,451.00
3164,p03,r50,56,471.00
3165,p03,r50,57,492.00
3166,p03,r50,58,515.00
3167,p03,r50,59,526.00
3168,p03,r50,60,548.00
3169,p03,r50,61,568.00
3170,p03,r50,62,580.00
3171,p03,r50,63,596.00
3172,p03,r50,64,604.00
3173,p03,r50,65,604.00
3174,p03,r51,20,129.00
3175,p03,r51,21,203.00
3176,p03,r51,22,203.00
3177,p03,r51,23,203.00
3178,p03,r51,24,203.00
3179,p03,r51,25,203.00
3180,p03,r51,26,208.00
3181,p03,r51,27,212.00
3182,p03,r51,28,220.00
3183,p03,r51,29,227.00
3184,p03,r51,30,230.00
3185,p03,r51,31,235.00
3186,p03,r51,32,240.00
3187,p03,r51,33,243.00
3188,p03,r51,34,246.00
3189,p03,r51,35,248.00
3190,p03,r51,36,249.00
3191,p03,r51,37,251.00
3192,p03,r51,38,252.00
3193,p03,r51,39,256.00
3194,p03,r51,40,259.00
3195,p03,r51,41,264.00
3196,p03,r51,42,269.00
3197,p03,r51,43,275.00
3198,p03,r51,44,283.00
3199,p03,r51,45,293.00
3200,p03,r51,46,304.00
3201,p03,r51,47,317.00
3202,p03,r51,48,331.00
3203,p03,r51,49,346.00
3204,p03,r51,50,362.00
3205,p03,r51,51,378.00
3206,p03,r51,52,396.00
3207,p03,r51,53,413.00
3208,p03,r51,54,433.00
3209,p03,r51,55,452.00
3210,p03,r51,56,473.00
3211,p03,r51,57,494.00
3212,p03,r51,58,516.00
3213,p03,r51,59,527.00
3214,p03,r51,60,550.00
3215,p03,r51,61,569.00
3216,p03,r51,62,582.00
3217,p03,r51,63,598.00
3218,p03,r51,64,606.00
3219,p03,r51,65,606.00
3220,p03,r52,20,129.00
3221,p03,r52,21,203.00
3222,p03,r52,22,203.00
3223,p03,r52,23,203.00
3224,p03,r52,24,203.00
3225,p03,r52,25,203.00
3226,p03,r52,26,208.00
3227,p03,r52,27,212.00
3228,p03,r52,28,220.00
3229,p03,r52,29,227.00
3230,p03,r52,30,230.00
3231,p03,r52,31,235.00
3232,p03,r52,32,240.00
3233,p03,r52,33,243.00
3234,p03,r52,34,246.00
3235,p03,r52,35,248.00
3236,p03,r52,36,249.00
3237,p03,r52,37,251.00
3238,p03,r52,38,252.00
3239,p03,r52,39,256.00
3240,p03,r52,40,259.00
3241,p03,r52,41,264.00
3242,p03,r52,42,269.00
3243,p03,r52,43,275.00
3244,p03,r52,44,283.00
3245,p03,r52,45,293.00
3246,p03,r52,46,304.00
3247,p03,r52,47,317.00
3248,p03,r52,48,331.00
3249,p03,r52,49,346.00
3250,p03,r52,50,362.00
3251,p03,r52,51,378.00
3252,p03,r52,52,396.00
3253,p03,r52,53,413.00
3254,p03,r52,54,433.00
3255,p03,r52,55,452.00
3256,p03,r52,56,473.00
3257,p03,r52,57,494.00
3258,p03,r52,58,516.00
3259,p03,r52,59,527.00
3260,p03,r52,60,550.00
3261,p03,r52,61,569.00
3262,p03,r52,62,582.00
3263,p03,r52,63,598.00
3264,p03,r52,64,606.00
3265,p03,r52,65,606.00
3266,p03,r56,20,122.00
3267,p03,r56,21,193.00
3268,p03,r56,22,193.00
3269,p03,r56,23,193.00
3270,p03,r56,24,193.00
3271,p03,r56,25,193.00
3272,p03,r56,26,197.00
3273,p03,r56,27,202.00
3274,p03,r56,28,209.00
3275,p03,r56,29,215.00
3276,p03,r56,30,219.00
3277,p03,r56,31,223.00
3278,p03,r56,32,228.00
3279,p03,r56,33,231.00
3280,p03,r56,34,234.00
3281,p03,r56,35,235.00
3282,p03,r56,36,237.00
3283,p03,r56,37,238.00
3284,p03,r56,38,240.00
3285,p03,r56,39,243.00
3286,p03,r56,40,246.00
3287,p03,r56,41,251.00
3288,p03,r56,42,255.00
3289,p03,r56,43,261.00
3290,p03,r56,44,269.00
3291,p03,r56,45,278.00
3292,p03,r56,46,289.00
3293,p03,r56,47,301.00
3294,p03,r56,48,315.00
3295,p03,r56,49,328.00
3296,p03,r56,50,344.00
3297,p03,r56,51,359.00
3298,p03,r56,52,376.00
3299,p03,r56,53,393.00
3300,p03,r56,54,411.00
3301,p03,r56,55,429.00
3302,p03,r56,56,449.00
3303,p03,r56,57,469.00
3304,p03,r56,58,491.00
3305,p03,r56,59,501.00
3306,p03,r56,60,522.00
3307,p03,r56,61,541.00
3308,p03,r56,62,553.00
3309,p03,r56,63,568.00
3310,p03,r56,64,576.00
3311,p03,r56,65,576.00
3312,p03,r57,20,137.00
3313,p03,r57,21,216.00
3314,p03,r57,22,216.00
3315,p03,r57,23,216.00
3316,p03,r57,24,216.00
3317,p03,r57,25,217.00
3318,p03,r57,26,221.00
3319,p03,r57,27,226.00
3320,p03,r57,28,235.00
3321,p03,r57,29,242.00
3322,p03,r57,30,245.00
3323,p03,r57,31,250.00
3324,p03,r57,32,255.00
3325,p03,r57,33,259.00
3326,p03,r57,34,262.00
3327,p03,r57,35,264.00
3328,p03,r57,36,265.00
3329,p03,r57,37,267.00
3330,p03,r57,38,269.00
3331,p03,r57,39,272.00
3332,p03,r57,40,276.00
3333,p03,r57,41,281.00
3334,p03,r57,42,286.00
3335,p03,r57,43,293.00
3336,p03,r57,44,301.00
3337,p03,r57,45,312.00
3338,p03,r57,46,324.00
3339,p03,r57,47,337.00
3340,p03,r57,48,353.00
3341,p03,r57,49,368.00
3342,p03,r57,50,385.00
3343,p03,r57,51,403.00
3344,p03,r57,52,421.00
3345,p03,r57,53,440.00
3346,p03,r57,54,461.00
3347,p03,r57,55,481.00
3348,p03,r57,56,504.00
3349,p03,r57,57,526.00
3350,p03,r57,58,550.00
3351,p03,r57,59,562.00
3352,p03,r57,60,586.00
3353,p03,r57,61,606.00
3354,p03,r57,62,620.00
3355,p03,r57,63,637.00
3356,p03,r57,64,645.00
3357,p03,r57,65,645.00
3358,p03,r58,20,141.00
3359,p03,r58,21,221.00
3360,p03,r58,22,221.00
3361,p03,r58,23,221.00
3362,p03,r58,24,221.00
3363,p03,r58,25,222.00
3364,p03,r58,26,227.00
3365,p03,r58,27,232.00
3366,p03,r58,28,241.00
3367,p03,r58,29,248.00
3368,p03,r58,30,251.00
3369,p03,r58,31,257.00
3370,p03,r58,32,262.00
3371,p03,r58,33,265.00
3372,p03,r58,34,269.00
3373,p03,r58,35,271.00
3374,p03,r58,36,272.00
3375,p03,r58,37,274.00
3376,p03,r58,38,276.00
3377,p03,r58,39,280.00
3378,p03,r58,40,283.00
3379,p03,r58,41,288.00
3380,p03,r58,42,293.00
3381,p03,r58,43,301.00
3382,p03,r58,44,309.00
3383,p03,r58,45,320.00
3384,p03,r58,46,332.00
3385,p03,r58,47,346.00
3386,p03,r58,48,362.00
3387,p03,r58,49,378.00
3388,p03,r58,50,396.00
3389,p03,r58,51,413.00
3390,p03,r58,52,432.00
3391,p03,r58,53,452.00
3392,p03,r58,54,473.00
3393,p03,r58,55,494.00
3394,p03,r58,56,517.00
3395,p03,r58,57,540.00
3396,p03,r58,58,564.00
3397,p03,r58,59,577.00
3398,p03,r58,60,601.00
3399,p03,r58,61,622.00
3400,p03,r58,62,636.00
3401,p03,r58,63,654.00
3402,p03,r58,64,662.00
3403,p03,r58,65,662.00
3404,p03,r06,20,128.00
3405,p03,r06,21,202.00
3406,p03,r06,22,202.00
3407,p03,r06,23,202.00
3408,p03,r06,24,202.00
3409,p03,r06,25,203.00
3410,p03,r06,26,207.00
3411,p03,r06,27,212.00
3412,p03,r06,28,220.00
3413,p03,r06,29,226.00
3414,p03,r06,30,229.00
3415,p03,r06,31,234.00
3416,p03,r06,32,239.00
3417,p03,r06,33,242.00
3418,p03,r06,34,245.00
3419,p03,r06,35,247.00
3420,p03,r06,36,249.00
3421,p03,r06,37,250.00
3422,p03,r06,38,252.00
3423,p03,r06,39,255.00
3424,p03,r06,40,258.00
3425,p03,r06,41,263.00
3426,p03,r06,42,268.00
3427,p03,r06,43,274.00
3428,p03,r06,44,282.00
3429,p03,r06,45,292.00
3430,p03,r06,46,303.00
3431,p03,r06,47,316.00
3432,p03,r06,48,330.00
3433,p03,r06,49,345.00
3434,p03,r06,50,361.00
3435,p03,r06,51,377.00
3436,p03,r06,52,394.00
3437,p03,r06,53,412.00
3438,p03,r06,54,431.00
3439,p03,r06,55,451.00
3440,p03,r06,56,471.00
3441,p03,r06,57,492.00
3442,p03,r06,58,515.00
3443,p03,r06,59,526.00
3444,p03,r06,60,548.00
3445,p03,r06,61,568.00
3446,p03,r06,62,580.00
3447,p03,r06,63,596
3448,p03,r06,64,604.00
3449,p03,r06,65,604.00
3450,p03,r08,20,122.00
3451,p03,r08,21,193.00
3452,p03,r08,22,193.00
3453,p03,r08,23,193.00
3454,p03,r08,24,193.00
3455,p03,r08,25,193.00
3456,p03,r08,26,197.00
3457,p03,r08,27,202.00
3458,p03,r08,28,209.00
3459,p03,r08,29,215.00
3460,p03,r08,30,219.00
3461,p03,r08,31,223.00
3462,p03,r08,32,228.00
3463,p03,r08,33,231.00
3464,p03,r08,34,234.00
3465,p03,r08,35,235.00
3466,p03,r08,36,237.00
3467,p03,r08,37,238.00
3468,p03,r08,38,240.00
3469,p03,r08,39,243.00
3470,p03,r08,40,246.00
3471,p03,r08,41,251.00
3472,p03,r08,42,255.00
3473,p03,r08,43,261.00
3474,p03,r08,44,269.00
3475,p03,r08,45,278.00
3476,p03,r08,46,289.00
3477,p03,r08,47,301.00
3478,p03,r08,48,315.00
3479,p03,r08,49,328.00
3480,p03,r08,50,344.00
3481,p03,r08,51,359.00
3482,p03,r08,52,376.00
3483,p03,r08,53,393.00
3484,p03,r08,54,411.00
3485,p03,r08,55,429.00
3486,p03,r08,56,449.00
3487,p03,r08,57,469.00
3488,p03,r08,58,491.00
3489,p03,r08,59,501.00
3490,p03,r08,60,522.00
3491,p03,r08,61,541.00
3492,p03,r08,62,553.00
3493,p03,r08,63,568.00
3494,p03,r08,64,576.00
3495,p03,r08,65,576.00
3496,p04,r10,20,100.00
3497,p04,r10,21,158.00
3498,p04,r10,22,158.00
3499,p04,r10,23,158.00
3500,p04,r10,24,158.00
3501,p04,r10,25,158.00
3502,p04,r10,26,161.00
3503,p04,r10,27,165.00
3504,p04,r10,28,171.00
3505,p04,r10,29,176.00
3506,p04,r10,30,179.00
3507,p04,r10,31,183.00
3508,p04,r10,32,186.00
3509,p04,r10,33,189.00
3510,p04,r10,34,191.00
3511,p04,r10,35,192.00
3512,p04,r10,36,194.00
3513,p04,r10,37,195.00
3514,p04,r10,38,196.00
3515,p04,r10,39,199.00
3516,p04,r10,40,201.00
3517,p04,r10,41,205.00
3518,p04,r10,42,209.00
3519,p04,r10,43,214.00
3520,p04,r10,44,220.00
3521,p04,r10,45,227.00
3522,p04,r10,46,236.00
3523,p04,r10,47,246.00
3524,p04,r10,48,258.00
3525,p04,r10,49,269.00
3526,p04,r10,50,281.00
3527,p04,r10,51,294.00
3528,p04,r10,52,307.00
3529,p04,r10,53,321.00
3530,p04,r10,54,336.00
3531,p04,r10,55,351.00
3532,p04,r10,56,368.00
3533,p04,r10,57,384.00
3534,p04,r10,58,401.00
3535,p04,r10,59,410.00
3536,p04,r10,60,428.00
3537,p04,r10,61,443.00
3538,p04,r10,62,453.00
3539,p04,r10,63,465.00
3540,p04,r10,64,471.00
3541,p04,r10,65,471.00
3542,p04,r15,20,100.00
3543,p04,r15,21,158.00
3544,p04,r15,22,158.00
3545,p04,r15,23,158.00
3546,p04,r15,24,158.00
3547,p04,r15,25,158.00
3548,p04,r15,26,161.00
3549,p04,r15,27,165.00
3550,p04,r15,28,171.00
3551,p04,r15,29,176.00
3552,p04,r15,30,179.00
3553,p04,r15,31,183.00
3554,p04,r15,32,186.00
3555,p04,r15,33,189.00
3556,p04,r15,34,191.00
3557,p04,r15,35,192.00
3558,p04,r15,36,194.00
3559,p04,r15,37,195.00
3560,p04,r15,38,196.00
3561,p04,r15,39,199.00
3562,p04,r15,40,201.00
3563,p04,r15,41,205.00
3564,p04,r15,42,209.00
3565,p04,r15,43,214.00
3566,p04,r15,44,220.00
3567,p04,r15,45,227.00
3568,p04,r15,46,236.00
3569,p04,r15,47,246.00
3570,p04,r15,48,258.00
3571,p04,r15,49,269.00
3572,p04,r15,50,281.00
3573,p04,r15,51,294.00
3574,p04,r15,52,307.00
3575,p04,r15,53,321.00
3576,p04,r15,54,336.00
3577,p04,r15,55,351.00
3578,p04,r15,56,368.00
3579,p04,r15,57,384.00
3580,p04,r15,58,401.00
3581,p04,r15,59,410.00
3582,p04,r15,60,428.00
3583,p04,r15,61,443.00
3584,p04,r15,62,453.00
3585,p04,r15,63,465.00
3586,p04,r15,64,471.00
3587,p04,r15,65,471.00
3588,p04,r16,20,76.00
3589,p04,r16,21,120.00
3590,p04,r16,22,120.00
3591,p04,r16,23,120.00
3592,p04,r16,24,120.00
3593,p04,r16,25,120.00
3594,p04,r16,26,123.00
3595,p04,r16,27,126.00
3596,p04,r16,28,130.00
3597,p04,r16,29,134.00
3598,p04,r16,30,136.00
3599,p04,r16,31,139.00
3600,p04,r16,32,142.00
3601,p04,r16,33,143.00
3602,p04,r16,34,145.00
3603,p04,r16,35,146.00
3604,p04,r16,36,147.00
3605,p04,r16,37,148.00
3606,p04,r16,38,149.00
3607,p04,r16,39,151.00
3608,p04,r16,40,153.00
3609,p04,r16,41,156.00
3610,p04,r16,42,159.00
3611,p04,r16,43,163.00
3612,p04,r16,44,167.00
3613,p04,r16,45,173.00
3614,p04,r16,46,180.00
3615,p04,r16,47,187.00
3616,p04,r16,48,196.00
3617,p04,r16,49,204.00
3618,p04,r16,50,214.00
3619,p04,r16,51,223.00
3620,p04,r16,52,234.00
3621,p04,r16,53,244.00
3622,p04,r16,54,256.00
3623,p04,r16,55,267.00
3624,p04,r16,56,279.00
3625,p04,r16,57,292.00
3626,p04,r16,58,305.00
3627,p04,r16,59,312.00
3628,p04,r16,60,325.00
3629,p04,r16,61,337.00
3630,p04,r16,62,344.00
3631,p04,r16,63,354.00
3632,p04,r16,64,358.00
3633,p04,r16,65,358.00
3634,p04,r28,20,92.00
3635,p04,r28,21,144.00
3636,p04,r28,22,144.00
3637,p04,r28,23,144.00
3638,p04,r28,24,144.00
3639,p04,r28,25,145.00
3640,p04,r28,26,148.00
3641,p04,r28,27,151.00
3642,p04,r28,28,157.00
3643,p04,r28,29,161.00
3644,p04,r28,30,164.00
3645,p04,r28,31,167.00
3646,p04,r28,32,170.00
3647,p04,r28,33,173.00
3648,p04,r28,34,175.00
3649,p04,r28,35,176.00
3650,p04,r28,36,177.00
3651,p04,r28,37,178.00
3652,p04,r28,38,180.00
3653,p04,r28,39,182.00
3654,p04,r28,40,184.00
3655,p04,r28,41,188.00
3656,p04,r28,42,191.00
3657,p04,r28,43,196.00
3658,p04,r28,44,201.00
3659,p04,r28,45,208.00
3660,p04,r28,46,216.00
3661,p04,r28,47,225.00
3662,p04,r28,48,236.00
3663,p04,r28,49,246.00
3664,p04,r28,50,257.00
3665,p04,r28,51,269.00
3666,p04,r28,52,281.00
3667,p04,r28,53,294.00
3668,p04,r28,54,308.00
3669,p04,r28,55,321.00
3670,p04,r28,56,336.00
3671,p04,r28,57,351.00
3672,p04,r28,58,367.00
3673,p04,r28,59,375.00
3674,p04,r28,60,391.00
3675,p04,r28,61,405.00
3676,p04,r28,62,414.00
3677,p04,r28,63,425.00
3678,p04,r28,64,431.00
3679,p04,r28,65,431.00
3680,p04,r34,20,97.00
3681,p04,r34,21,153.00
3682,p04,r34,22,153.00
3683,p04,r34,23,153.00
3684,p04,r34,24,153.00
3685,p04,r34,25,154.00
3686,p04,r34,26,157.00
3687,p04,r34,27,161.00
3688,p04,r34,28,167.00
3689,p04,r34,29,172.00
3690,p04,r34,30,174.00
3691,p04,r34,31,178.00
3692,p04,r34,32,182.00
3693,p04,r34,33,184.00
3694,p04,r34,34,186.00
3695,p04,r34,35,188.00
3696,p04,r34,36,189.00
3697,p04,r34,37,190.00
3698,p04,r34,38,191.00
3699,p04,r34,39,194.00
3700,p04,r34,40,196.00
3701,p04,r34,41,200.00
3702,p04,r34,42,203.00
3703,p04,r34,43,208.00
3704,p04,r34,44,214.00
3705,p04,r34,45,222.00
3706,p04,r34,46,230.00
3707,p04,r34,47,240.00
3708,p04,r34,48,251.00
3709,p04,r34,49,262.00
3710,p04,r34,50,274.00
3711,p04,r34,51,286.00
3712,p04,r34,52,300.00
3713,p04,r34,53,313
3714,p04,r34,54,328.00
3715,p04,r34,55,342.00
3716,p04,r34,56,358.00
3717,p04,r34,57,374.00
3718,p04,r34,58,391.00
3719,p04,r34,59,400.00
3720,p04,r34,60,417.00
3721,p04,r34,61,431.00
3722,p04,r34,62,441.00
3723,p04,r34,63,453.00
3724,p04,r34,64,459.00
3725,p04,r34,65,459.00
3726,p04,r40,20,87.00
3727,p04,r40,21,137.00
3728,p04,r40,22,137.00
3729,p04,r40,23,137.00
3730,p04,r40,24,137.00
3731,p04,r40,25,137.00
3732,p04,r40,26,140.00
3733,p04,r40,27,143.00
